Tweet	Offensive	Targeted	Target
SANA TREZESTE TE IN PULA MEA ACUM	NOT	UNT	NULL
pula ei de carantina VREAU SA MA VOPSESC O CULOARE LA INTAMPLARE DIN IMPULS	NOT	UNT	NULL
Vântul schimbării, al primăverii, al speranței, care ca și sămânța, moare  pentru a rodi.	NOT	UNT	NULL
Hello! Pe  găsiți videoclipul în care vă arăt cum mă vopsesc, rezultatul final și parerea mea despre Gliss Color cu acid hialuronic 😉.	NOT	UNT	NULL
@Cristin57579223 Imperiul britanic modern este imun ..!! UK ,a rezolvat cu imigranții cu Brexitul , de Covid 19 nu au nevoie , poate așa doar prin Daily Mail și The Sun , vreo bârfă de la Palat , vreo escapadă de prințesă . In rest omenirea nu are nimic ,se reașează lucrurile	NOT	UNT	NULL
@mokcris Reapariția ei e întrebarea principala. O iei de la început cu carantina?	NOT	UNT	NULL
@foreverrainmyg IN PULA MEA AI MANCAT PIZZA CU PORUMB ASA CA NU MAI COMENTA DATA VIITOARE CAND VII ITI FAC PIZZA CU MAZARE SA MOR	NOT	UNT	NULL
@David77692706 Seară liniștită David!	NOT	UNT	NULL
Virusul a monopolizat discutii,atentia,da,gresit. Cand  datorita acestui V unii iti schimba VIATA asa din mers,iar altii mor,sa vb. de floricele pe campii	NOT	UNT	NULL
Tocmai de aceea, te invit sa discutam mai multe, ce zici?	NOT	UNT	NULL
@KennyaMistress @clips4sale Ador sa fiu futut cu straponul si sa sug pula in acelaș timp	OFF	TIN	IND
Efectiv nu pot sa ma calmez si am creierul varza ma pun pe plans din 5 in 5 minute ce dracu e inneregula cu mine	NOT	UNT	NULL
@itmorar Mie îmi place expresia aia de anii '50: Zădărnicirea combaterii bolilor 😀	NOT	UNT	NULL
Mi-am făcut testul duminică seara, după ce am avut o serie de evenimente, ședințe, comandamente. Ma doare spatele de cand s-a urcat Basescu in elicopter si m-a folosit pe post de scara.	NOT	UNT	NULL
Atunci când fura conturi, ei nu se gândesc ca poate acea persoana și a depus tot efortul pentru a avea acel cont? Și au irosit zile și timp în care puteau face alte lucruri. Oare lor le-ar plăcea sa aibă un cont apreciat iar apoi cineva sa i-l ia? Nu prea cred!	NOT	UNT	NULL
@RobertEVoicu Mergem din ușă în ușă si care nu are ii dam noi	NOT	UNT	NULL
@majestatea @itmorar Stiati ca asta nu e o scuza pentru a amana declararea starii de urgenta?	NOT	UNT	NULL
Urmeaza o criza cum nu am prins pana acum, ce faceti voi ca banca reponsabila pentru clientii vostrii?	NOT	UNT	NULL
Prin pedalare în vacuum se consumă energie şi se tonifică musculatura picioarelor, feselor și abdomenului.	NOT	UNT	NULL
Coronavirus. Experimentul care a salvat un orășel din Nordul Italiei. Nu a mai raportat niciun caz nou de COVID-19...	NOT	UNT	NULL
Cum să fiu atent la cursuri astea online când parinții mei mă strigă din sufragerie de 35829 ori pe zi..	NOT	UNT	NULL
@JeanTheo14 Nu doar la turci. :) Numai că la noi e considerată (încă) fiță, nu necesitate.	NOT	UNT	NULL
Sper ca isteria politică, îmboldită-n cur de realitățile obiective ale economiei, să nu țină mult.	NOT	UNT	NULL
@mika_stef Era de ieri.	NOT	UNT	NULL
Peste 1.000 de morți și aproximativ 70.000 de cazuri de infectare cu coronavirus în SUA	NOT	UNT	NULL
De ce se înfig sticlele de plastic în grădină?! -	NOT	UNT	NULL
Semnat: toți spărgătorii de case pedofili	NOT	UNT	NULL
@denis26_denise Ar trebui impus ca obligatie si dezinfectarea, sau schimbarea lor ... te protejeaza pe tine, dar pe altii nu :) In rest da ... batani peste tot ..	NOT	UNT	NULL
Digi24: Franța. Primul pacient cu coronavirus dă în judecată Guvernul pentru că nu a fost internat pe motiv că nu sunt paturi în spitale.	NOT	UNT	NULL
@yoon2seoksie__ 😭😭😭😭😭 ce dracu mai ii și asta	NOT	UNT	NULL
Mi am luat call of duty si 4 tipi m au intrebat daca vreau sa ne jucam împreună mai pe seara =)))))	NOT	UNT	NULL
@liviumihai 1000, probabil. Ce, s-a terminat PNL-ul?	NOT	UNT	NULL
@BIGREDM00928416 Cred ca ești nebun omule	NOT	UNT	NULL
RYANAIR retine la sol peste 90% din flota pentru următoarele 2 luni. Vor fi operate zboruri esențiale. @airlinestravel	NOT	UNT	NULL
Însămânțarea la timp a întregii suprafețe a țării. Pentru aceasta trebuie asigurate inputurile;Pornirea urgentă a sistemelor de irigații și continuarea investițiilor	NOT	UNT	NULL
@ingerisidemoni @SirGolan @cosmin_roman_ Au vrut spitale, nu catedrale. Nah, că acum Dumnezeu dă folos spitalelor. La referendum, progresistii au zis că să stăm acasă. Iaca, și asta li s-a împlinit. Stăm acasă. Aveți grijă ce mai doriți. S-ar putea să se împlinească.	NOT	UNT	NULL
@denis26_denise Eu gătesc!Sunt fiarta după gatit🙄🙄🙄!	NOT	UNT	NULL
Cine vine acasă la mine la o cafea?	NOT	UNT	NULL
Nu ti se pare ca suntem deja acolo?	NOT	UNT	NULL
Ce plante putem folosi împotriva pandemiei de Coronavirus -	NOT	UNT	NULL
@DacianSoros O mica răbufnire a vremi zici a naiba ca vrea sa dea o mana de ajutor covidului😁	NOT	UNT	NULL
Daca n ati vazut shit posting pana acu nu ezitati sa dati scroll pe acest gunoi	NOT	UNT	NULL
@octavpelin Ai fost un dobitoc	NOT	UNT	NULL
Într-o societate aflată la un moment de cumpănă, cei ce adoptă politica struțului nu mai au un viitor de referință pentru aceia care anterior i-au prețuit.	NOT	UNT	NULL
@keyboardriot @mihairotar E normal să fie așa, altfel nu te înțelegi cu românu'	NOT	UNT	NULL
@MarmotaDeCampie @itmorar Vezi ca iti da ban rapid, orice opinie diferita de a lui, e impotriva lui ... meteahna securista. :))	NOT	UNT	NULL
Actorii din serialul VLAD arată ce desenează alături de copiii lor -	NOT	UNT	NULL
Simt că sunt important pentru nimeni. Să nu aibă prieteni.	NOT	UNT	NULL
Președintele CJ Iași, către guvernanți: „Nu transformați Iașul și Moldova în Lombardia României!”	NOT	UNT	NULL
V-am zis că Analistul afiliat de renume intergalatic e în extaz?	NOT	UNT	NULL
Te-aș iubi dar ai nevastă 🎶	NOT	UNT	NULL
@JustMe07661019 acolo apare numărul de cazuri confirmate. nu și numărul celor testate din care a rezultat acesta.	NOT	UNT	NULL
@StephT24191139 Facem pe cv cisco meetings sau cum pula n am auzit in viata mea si merge ca un cacat nu inteleg	NOT	UNT	NULL
Era un studiu mai demulty, cum ca astia micii o sa ceva drept adevar absolut doar pt ca e pe net.	NOT	UNT	NULL
@w_lemn @Carlos_Sacalul Mănânci litere, formezi fraza greșit, nu cunoști înțelesul unor cuvinte comune, nu poți lua acum un examen de capacitate la limba română dar te crezi în stare să-i înveți pe alții? Evident, tipic sputnik! Da, vreau o țară ca afară, dar așa cum tu nu ai văzut sau visat niciodată!	NOT	UNT	NULL
OBSERVATOR CULTURAL / Bedros Horasangian : Bunavestirea fără Paul Goma	NOT	UNT	NULL
Cum imporți parolele din Google Chrome în Safari	NOT	UNT	NULL
@AntidotR @FortniteGame Normal, jocu nu mai e distractiv deloc, update urile nici update uri nu mai sunt iar de comunitate si de jucatori pot sa zic un singur cuvant: CANCER	NOT	UNT	NULL
Ciolacu: Am facut o conexiune intre cele doua Camere pentru ca proiectele noastre sa fie votate in 10 zile	NOT	UNT	NULL
@anitamassey86 We need that now. Felicitări	NOT	UNT	NULL
@ZiarecomPolitic E normal că acest proiect de lege - respectiv acapararea de noi privilegii pentru aleșii noștri - să intre în Parlament în procedură de urgență, pentru că, atunci când viața însăși le este amenințată, să aibă și ei bani, acolo, de un cavou în marmură, poleit cu aur, ca noi toți.	NOT	UNT	NULL
am inceput sa am reclame pe insta la capsuni in ciocolata si la frufru. creepy	NOT	UNT	NULL
Pacientii din Italia, ajutati sa respire cu masti de la Decathlon	NOT	UNT	NULL
@yasinozbek_ Nu știu dacă pot urmări dar as aprecia sa fie o bomba drăguță ca de rele avem parte și cum suntem închiși toți în case dacă poți Yasin trimite-ne niște raze de soare niște porumbei frumoși CanDem 💖🥰💕de bine și fericire! Mulțumesc! ❤️ ❤️ ❤️ ❤️	NOT	UNT	NULL
@ovidiu_olaru Ceea ce spui tu acum, am citit eu ieri pe pagina unui prieten de pe fb...	NOT	UNT	NULL
Flutur, despre vinovatiile de la Suceava: Eu nu am luat la restaurant acest virus, am constiinta impacata	NOT	UNT	NULL
@alexbadea9 Lombardiiiiaa :)) daca e asa grav cum se caca astia pe ei proviziile tale pe 2 luni o sa fie fix pula.	OFF	TIN	IND
@denis26_denise Numai bem numai mâncăm în oraș asta e oricum pe la mine nix șansa la vară când o începe sezonul estival !	NOT	UNT	NULL
de ce să dai banii pe droguri când e mai simplu să te ridici brusc din pat și să vezi steluțe?	NOT	UNT	NULL
MApN: Rolul Armatei, după emiterea Ordonanţei militare 3, e de a completa efortul instituţiilor din Sistemul de apărare	NOT	UNT	NULL
Regasiti modelul acesteia aici	NOT	UNT	NULL
e pulă împreună cu zdrentaroșii diasporei pnl.isti usr.isti pmp.isti gunoi de dreapta sugaciule cu mă.ta și toți trogloditii #hastagisti #rezist 🖕 🤮	NOT	UNT	NULL
@zoso S-au inmultit acum...digitale	NOT	UNT	NULL
Pe pozele anterioare demonstrez Chelia cu gratii	NOT	UNT	NULL
Cum aș putea să sesizez autorităților persoane venite din țări afectate de coronavirus?	NOT	UNT	NULL
@bogliviu :))) mort nu era oricum, și dacă făcea corona n-avea nici pe dracu, nu vezi că ăștia bazații fac toți mild symptoms :)))	NOT	UNT	NULL
Idei creative pentru realizarea unor elemente de separare în încăperi	NOT	UNT	NULL
O decizie de 💩.	NOT	UNT	NULL
Patriotii care pe unde or fi la noi sau aiurea,ii numeri pe degetele de la maini. Si cam atat.Beleaua e ca astia care sunt la noi in capu’ trebii n-au invatat nimic de la smecherii din vest. Ca sa traiasca boieru’ bine,trebuie ca si sluga sa n-o duca rau.Asta ede fapt toata filoz	NOT	UNT	NULL
O cheltuială imensă, o disponibilizare enormă de resurse și de logistică, imposibil de făcut asta.	NOT	UNT	NULL
@EKirkopoulou Bună seara! pe la voi cum este situația covid19? este bună?	NOT	UNT	NULL
@itmorar Cine dracu' mai e și pocnitoarea asta?	OFF	TIN	IND
@AndreiCismaru @SofiaCovaci Exact. Dar, tot Orban era cel care îi lua apărarea acum ceva vreme....te doare minte	NOT	UNT	NULL
Alta intiativa frumoasa. Ia sa vedem ce mai gasim 📲	NOT	UNT	NULL
Nu stai închis în casă? Ești luat la bătaie cu bâta!	NOT	UNT	NULL
@PleuAlexandru4 @basarab84 Prostu' și-a făcut treaba: a împărțit contracte bănoase la firmele lui de casă. 💰💰💰👎👎👎	OFF	TIN	IND
@ipostaze Și eu la fel. Smart	NOT	UNT	NULL
@qwertyoruiopz Asa cum ne am obisnuit 💥Ne ai nenorocit	NOT	UNT	NULL
@alexgurdila Hz da eu totuși nu înțeleg cum plm nici o lună de stat acasă și deja fără bani... Și asta după un deceniu de economie în ascensiune. Eibogu nu înțeleg.	NOT	UNT	NULL
@i0n1ca @AntiJavre Pai eu ce zic?! #dedreapta pana la capat si dincolo de #muie! 😅	OFF	TIN	GRP
@subiectiv @zoso Mi-am pus semne de intrebare de unde pana unde cu armata pe strazi?!	NOT	UNT	NULL
#Oficial: Inca un deces la Spitalul Clinic Județean de Urgență Suceava	NOT	UNT	NULL
@CloneSandman @RobertEVoicu Erau mai multe. O parte din cele de pe TAB si TR-uri. Inclusiv inlocuitoarea lui R105 era facuta in colaborare sarbii.	NOT	UNT	NULL
#staiîncasă la Bulevardul Bucuresti Ploiesti	NOT	UNT	NULL
Super ideea celor de la @orangeromania 👏🏻👏🏻👏🏻 Mă surprindeți mereu cu inițiativele voastre. Bravo! #stămacasă	NOT	UNT	NULL
păcat că nu există nici măcar o minimă notorietate pentru profesia asta, darămite vreun dram de apreciere.	NOT	UNT	NULL
@_andra______ Am de obicei planuri din astea foarte detaliate si s chiar foarte bune :)	NOT	UNT	NULL
@AndreiCismaru In Coreea de Nord fake News-ul și specula sunt lăsate libere, deși ilegale, in diferite susținerii regimului Kim.	NOT	UNT	NULL
Cele mai sincere ființe, iubesc necondiționat...! ❤️	NOT	UNT	NULL
De dimineață, un mic dejun sănătos: pâine cu gem (pâinea în exces dăunează dar o felie două pe zi este perfect) un pahar de lapte sau un ceai, iar dacă nu ești de partea alimentelor dulci și un sandwich este bun :)	NOT	UNT	NULL
CINE PLM SUNT VULPITA SI VIOREL CA NU II MAI SUPORT DRACU	OFF	TIN	GRP
@alinagorghiu Da, sunt de acord cu găsirea unei soluții in vederea combaterii nerespectării prevederilor legislației actuale, chiar dacă se înăspresc pedepsele!	NOT	UNT	NULL
@ingerisidemoni il fute p-asta grija de Romania... pișat să fie, ca sete are!	NOT	UNT	NULL
@basarab84 Au primit si de la OMS.	NOT	UNT	NULL
@ICostelian De obicei eu sunt cel care nu se prinde la glumele celorlalti. Imi cer iertare, e clar ca trebuie sa #stamacasa cu toții.	NOT	UNT	NULL
#coronavirus în România LIVE UPDATE: 1029 de cazuri de infectare cu coronavirus depistate în total în ţară, din care 123 în ultimele 24 de ore / 17 oameni au murit	NOT	UNT	NULL
În schimb, medicii sunt internaţi pe un palier cu o singură baie comună, fără duş.	OFF	TIN	GRP
Am prototipat o vizieră de protecție a feței pentru medici a cărei durată de fabricare este foarte mică și din materiale care sunt ușor de procurat.	NOT	UNT	NULL
Bună seara prieteni! Vă vreau în siguranță... Dumnezeu să aibă grijă de noi toți! Să stați acasă și vom reuși împreună...😭😭😭🙏❤❤❤❤🏕🏕🏕🏕🏕🏕🏕🏕🏕🏕🏕🏕	NOT	UNT	NULL
Comisarul UE Thierry Breton numește pandemia “o criză care nu cunoaște frontierele”, dar tocmai europenii izolați nu pot vedea  pe fereastră decât granițele.China profită de această slăbiciune.	NOT	UNT	NULL
@Trevizes Dati-l dracu de idiotul naibii! Are alte interese...	OFF	TIN	GRP
Pe la jumătatea lunii aprilie vom avea un prim vârf epidemic	NOT	UNT	NULL
“dai cu rugaciunea in mine”	NOT	UNT	NULL
Toți bucureștenii vor fi testați pentru COVID-19. Mergem din ușă în ușă – spune ministrul Sănătății la PROTV	NOT	UNT	NULL
Grupări infracţionale inundă pieţele cu pretinse remedii contra noului #coronavirus, avertizează Europol	NOT	UNT	NULL
Nelu Tătaru este considerat unul dintre cei mai titraţi chirurgi din Vaslui.	NOT	UNT	NULL
@Digi24_HD Bai digi ia mai zi si cati pula mea s-au vindecat ca sunteti la fel de alarmisti ca si cacatii aia de la antena 3,ia mai megeti in pula mea.	OFF	TIN	GRP
L-am văzut de multe ori că intra și la familia Germaniei și a Franței. Pe mine,Romania, doar mă salută când mă vede pe la stradă și rar mă întreabă ce mai fac.	NOT	UNT	NULL
@sopeprotector iti pierzi telefonul sau laptop-ul say pe orice are de gand sa sune	NOT	UNT	NULL
@SatanaTweets Codrine fa dracu si tu sambata cu Satana in mortii mei	OFF	TIN	IND
Mi-a zis că e foarte ok. Nu e răcit deloc.	NOT	UNT	NULL
ba nici acum n-am terminat-o cu vulpița și viorel??	OFF	TIN	GRP
@Adevarul O găsit pe dracu și idiotul ăsta!	OFF	TIN	GRP
@matilda_teodora Ce bine ca nu sunt mai mulți. Azi dimineața erau 158 și acum încă 10 in plus deci e foarte bine după mine	NOT	UNT	NULL
Pe surse, Ludovic Orban i-a cerut demisia ministrului costache ptr proasta gestionare a situației, în special în zona spitalelor....	NOT	UNT	NULL
Universitatea de Vest din Timisoara va gazdui, in 2021, cea mai mare conferinta europeana in domeniul asigurarii calitatii invatamantului universitar	NOT	UNT	NULL
Vârful aisbergului: sunt activităţile umane la originea unor boli infecţioase precum Covid-19?...	NOT	UNT	NULL
@alexandradb13 pentru că Jisung e e-boy și nu ar purta :)	NOT	UNT	NULL
Depunerea declarațiilor fiscale se amână cu o lună, până în 25 aprilie 2020...	NOT	UNT	NULL
@MarmotaDeCampie Se va întîmpla la fel ca și cu SARS care tot o tulpina de Corona este. Sau se mutează și devine și mai agresiv sau este asimilat de corp precum Influenza A( aka N1H1) sau Influenza B.	NOT	UNT	NULL
@itmorar Pai tocmai au decriminalizat răspândirea conștientă de HIV in California. Noi nu urmam trendul?	NOT	UNT	NULL
#Omnicredit a deschis „camera de gardă pentru afacerile mici”	NOT	UNT	NULL
"Nuțule am citit ditamai omul în pământ și fosrte tânăr , am citit că te durea la pulă de înmormântarea sa .  dacă era cu mine nu pe internet nu murea	NOT	UNT	NULL
@Adevarul În sfârșit a-ți înțeles cum se fac testele.	NOT	UNT	NULL
Citu sau betivanul somer ajuns premier Orban.	OFF	TIN	IND
@kaza_shka nu cred că ai șanse, sorry	NOT	UNT	NULL
Cercetătorii germani au anunţat că pandemia de coronavirus va dura 2 ani! Ce au spus despre numărul persoanelor infectate cu COVID-19...	NOT	UNT	NULL
O crimă pe care viața nu o observă, deoarece acesteia nu-i pasă, ea curge, ea este.	NOT	UNT	NULL
Sunteti pe maini bune! Spalate. Sau nu	NOT	UNT	NULL
Și la orice comanda am si o mica surpriză pentru tine.	NOT	UNT	NULL
@DacoRex @denise_denis26 @Vasile55502205 Pune mana pe o carte de istorie inainte sa vorbesti fara sa ai nici cel mai mic habar despre ce plm vorbesti.	OFF	TIN	IND
Pentru cei născuți după revoluție! :Veți afla în sfârșit, ce înseamnă petrecerile în sufragerie! 😊	NOT	UNT	NULL
@puttycat Bingo! Cum era zicerea aia cu “cine numara ...”?	NOT	UNT	NULL
Se modifică condiţiile de acordare a concediului medical în perioada stării de urgenţă -	NOT	UNT	NULL
@denis26_denise @SanduGeorgeCla1 Pai eu din ce înțeleg la domiciliu sunt cei care prezintă un mic risc veniți din zone afectate nu foarte grav etc, iar cei în carantină ar trebui sa fie "contactați" care prezintă risc ridicat, zone roșii sau interacțiune cu cazuri confirmate.	NOT	UNT	NULL
Guvernul a stabilit modul de acordare și de plată a zilelor libere pentru supravegherea copiilor, în situația închiderii temporare a unităților de învățământ...	NOT	UNT	NULL
Newsfeed-ul FB s-a transformat peste noapte în necrolog și abia începem. Orice postare despre prezent mă deprimă, orice postare despre altceva mi se pare obscenă. Dar vreau să postez despre altceva.	NOT	UNT	NULL
Ma unii oameni de-a dracu sa te încerce doar pt ca sunt ei mizerabili trebuie sa le distrugă viața și altora	OFF	TIN	GRP
@EASPORTSFIFA stfig ca nu merge sbc pe mobile cu totw dracu sa ma ia	OFF	TIN	GRP
Moldovenii nu sunt de acord să se tragă acum linie în Liga 1: „Ar fi nedrept!”...	NOT	UNT	NULL
e când plm orice site penal se numește platformă. Sau, poate că se referă la vreo platformă d-aia pt luat mașina după accident.	NOT	UNT	NULL
Dar sunt proștii absoluți. Ăia români. Aia care spun că totul e făcut ca să ne fută pe noi.	OFF	TIN	GRP
Mitralieră - rămas bun nu mi-am luat de la nimeni, doar la revedere. Urmatorul comenteaza cu AS.	NOT	UNT	NULL
Nu ai revelatii si cu Mu-Iohannis si cu sase case jefuite si copii vanduti de care nu mai stie nimeni nimic?	NOT	UNT	NULL
Si Dumnezeu a zis : va dau ninsoare sa stati in plm in case caci prosti mai mari ca voi nu am vazut !	OFF	TIN	OTH
@teniescu @puttycat @nwradu Du-te mă-n pula mea de prostovan.	OFF	TIN	IND
Lupu Corvin: Ultima versiune primită de mine	NOT	UNT	NULL
Introducerea unei distincții arbitrare în tratamentul cetățen ac țări în funcț de vîrstă este tipică reg fasciste,care făceau asemenea distincții în funcț de etnie,rasă, orientare sex etc.Noi,bătrînii sîntem evreii, negrii,homosexualii reg ,Joha,care se pretinde unul democratic.	OFF	TIN	GRP
@Victor_Ponta Mai oameni buni cum dracu acceptați ca acest clovn sa va cheltuiască banii?	NOT	UNT	NULL
@itmorar Si in Belgia aceiasi poveste, daca esti prost si muncesti platesti taxe de mergi indoit, stai acasa, te rogi de 6 ori pe zi, faci de la 4 kinderi in sus, primesti ajutoare sociale...	NOT	UNT	NULL
Punem etichete repede, fara sa ne folosim prea mult mintea.	OFF	TIN	OTH
@basarab84 @MihaiHristea Atata au balmajit-o toti de la inceput ca merita un sut...	NOT	UNT	NULL
@RobertEVoicu @CloneSandman Ășteaptă să fie declarat "deținut politic" sau "luptător cu merite deosebite" și să-i platim despăgubiri pentru stresul suferit!😈	NOT	UNT	NULL
Coronavirus la o biserică din București. Sunt 6 persoane infectate, printre care și 2 preoți -	NOT	UNT	NULL
A stat lângă Trump şi a decis să dezvăluie trecutul: Orgii, petreceri. Eram bolnav…	NOT	UNT	NULL
hit-uri româneşti dar sunt despre carantină  via @YouTube	NOT	UNT	NULL
Chiar vreau sa incep a-mi face temele dar “One Direction funny moments” suna prea bine :(((	NOT	UNT	NULL
Klaus Iohannis: Până la finalul anului economia își va reveni și lucrurile vor intra în normal. Vom sprijini oamenii și firmele	NOT	UNT	NULL
@ZoliBara @SorinPaun3 @KlausIohannis Bai idiotule, NU nu exista tratamente pt viroze, sunt anumite medicamente care te ajuta simptomatic, pricepi idiotule? Dar cand toti zugravii se dau rotunzi pe net... Oligofren imbecil, mars la lopata! Am avut si 39 si niciun paracetamol n-am luat! Idiotule!	OFF	TIN	IND
#coronavirus mișună printre noi. #fmmkwi	NOT	UNT	NULL
@Doctoru_Andy Nimeni nu i-a subvenții pentru carantină !!!Uitate în lume!	NOT	UNT	NULL
@ingerisidemoni Offf, Doamne! Să îi ajute Dumnezeu!	NOT	UNT	NULL
Cine traieste in realitate nu in poezia bla, bla....stia exact asta inca de la sfarsit de ianuarie	NOT	UNT	NULL
Cum reușesc să muncesc de acasă, să îmi țin copiii în viață și să nu îmi pierd mințile	NOT	UNT	NULL
cum dracu reusesc sa cad pe scari in plm ca mi s au umflat picioarele	NOT	UNT	NULL
#NASA: Cum a UIMIT Omenirea cu o Premiera pentru un #Asteroid -  #peblog #romania #2020 #news #stiri	NOT	UNT	NULL
Toţi locuitorii din Bucureşti, testați împotriva coronavirus cu ajutorul echipelor mobile	NOT	UNT	NULL
La Iasi, nostalgicii USLamisti din PNL il vor sustine pe fostul PSD-ist Chirica. Daca ei nu au candidat cu sanse, de-ai dracu' nu ar sustine candidatul USR...	NOT	UNT	NULL
Olguța Vasilescu să mă sugi de pulă cu țuțuianu și toți parlamentarii care nu au respins oug 57 și 59,eu am ieșit la pensie la limita de vârstă și am pensia mai mica decât cel care a ieșit anticipat fără 1% pt fiecare an lucrat peste limita de pensionare gunoaie imbuibate 🤮 🖕	OFF	TIN	IND
O sectie a Spitalului Judetean din Deva a intrat in carantina: Mai multe cadre medicale au fost confirmate cu coronavirus	NOT	UNT	NULL
Fotbal/#Coronavirus: Serie A, aproape de oprirea definitivă	NOT	UNT	NULL
@itsmeChris50 @distrughy @just_gebby @airsurfercr "baga-mi-as pula in mortii ma-tii" 	OFF	TIN	IND
Ingeniozitate şi creativitate, pe ele le descoperim zilele acestea.	NOT	UNT	NULL
Un restaurant celebru din Capitală sare în ajutorul medicilor în timpul pandemiei: „Eroii noștri vor avea masa asigurată”...	NOT	UNT	NULL
@i0n1ca @OvidiuSky @ingerisidemoni @_lor3scu_ Vezi cine știe 🤣	NOT	UNT	NULL
@danaionescu65 @i0n1ca @GabryIonesc2 Pai deh, de obicei crapa unde'i de crapat ... ce sa zic!? 😂	NOT	UNT	NULL
iti raspund analize în Decembrie, prezervativ aseara, ce dracu nu înțelegi, sa-i fut pe diasporezi sa intelegi.	OFF	TIN	IND
Ești ceea ce mănânci - De când dracu mănânc eu dureri de spate și anxietate.🤣	NOT	UNT	NULL
Președintele Klaus Iohannis participă la o videoconferință cu membrii Consiliului European pe tema COVID-19	NOT	UNT	NULL
#SOLIDARITATE #COVID19 ... da, ba da, merita sa fie conectati la teava de bani a sistemului de sanatate, dimpreuna cu MedLife care a inchis usile pentru orice imbolnaviri cu dracosul carcalete. Hai, manutele in aer: #spitaleprivatenucatedrale	NOT	UNT	NULL
Politia Romana explica prevederile ordonantei militare 3 -  #peblog #romania #2020 #news #stiri	NOT	UNT	NULL
Îndrăznești săspui adevărul căsașii sibieni,conduși de cârmaciul Iohannis,au solicitat săfie succesori ainaziștilor șio judecătoare slugarnică i-aoficializat caatare,atunci eștiun șovin nenorocit care emusai săfie reclamat laCNCD,o bravă sucur.apoliției gândiriicondusă deun ungur	NOT	UNT	NULL
Gafă de proporții! În plină criză generată de coronavirus, Ministerul Sănătății s-a făcut de râs	NOT	UNT	NULL
@CPTariceanu nea Tariceanu, ce dracu e bre cu propunerea aia legislativa prin care sa permiti fimrelor sa ramana datoare la stat cu impozitele pe salarii, dar in schimb le pui de gat un ditai pietroiu, aceste firme nemaiputand concedia? te ai lovit la liberalism?"	NOT	UNT	NULL
@Adevarul Fute l in gura de cate ori îl prinzi.	OFF	TIN	IND
@denis26_denise Astia o tot pregatesc,ok, stai in casa acum insa atentie treaba cu virusul e de lunga durata adica pana in iulie ...august.	NOT	UNT	NULL
@Rares09860685 taci in pula mea	OFF	TIN	IND
Numele meu e România. Locuiesc pe strada Europa de 13 ani, din ianuarie 2007. Am o casă veche, care a fost mare și frumoasă cândva. Acum e tot mare, dar dărăpănată. Cade tencuiala, acoperișul a vechi și uneori îmi plouă în casă.	NOT	UNT	NULL
#Coronavirus România, Live Update 25 martie. S-a înregistrat al 14-lea deces	NOT	UNT	NULL
Fii prima care află, draga mea! ❤️	NOT	UNT	NULL
@jkstattss cum dracu n-am mai vorbit pana acum	NOT	UNT	NULL
@LustSophie @LiveJasmin @GirlsfromS20 O, cerule mare! Sau cum spunea Topîrceanul la finalul unei poezii celebre: ”Zău că-mi vine să-mi las baltă toate interesele!”	NOT	UNT	NULL
Vă rog pe voi, argeșenii noștri care sunteți peste hotare să trimiteți pe pagina Primăriei Municipiului Curtea de Argeș  video, fotografii sau mesaje despre situația din zona în care vă aflați. Doar împreună putem depăși aceste momente grele!	NOT	UNT	NULL
Clara esti o dobitoaca	OFF	TIN	IND
@aiurea era suficient sa tusesti spre el. Nu c-ai avea ceva tu, dar 2 saptamani s-ar fi cacat pe el de teama :)	NOT	UNT	NULL
Și-n moarte funcționează parti-pris-urile? Dacă livrează ambele firme e nasol sau ce? 😉 Te pomenești că vom avea prea multe ventilatoare	NOT	UNT	NULL
Nu ne mai primim copiii mari și nepoțeii în casă și nu mai facem vizite la nași. Ni se par mai lungi și mai lugubre sirenele autosalvărilor.	NOT	UNT	NULL
Furculiţa e folosită doar pentru a pune mâncare în lingură. Furculiţa nu e băgată în gură.	NOT	UNT	NULL
@maeverie @VanessaHudgens Credea ca mamaie si tataie si tanti Mita stiu ei sa vorbeasca engleza. Ei cred ca stiu alte limbi mult mai grele, cum ar fi rusa care se invata pe vremea lor 🤦🏻‍♀️ Cred ca e un trend si al americanilor si al englezilor la faza asta. Ii umplem notifs de romana, poate invata putina 😂	NOT	UNT	NULL
S-au închis si cârciumile.	NOT	UNT	NULL
Ai vârsta peste 65 de ani?E clar!Ești infractor. Ca urmare, ești condamnat cu arest la domiciliu fără drept de apel.	OFF	TIN	IND
am fost distrasa. au zis ca primariile trebuie sa puna dispensere cu dezinfectant la intrarile in blocuri? sau sa spele in plm strazile???	NOT	UNT	NULL
Daca a atinge un nou nivel de evolutie personala si a aduce armonia si bucuria in viata ta si a celor din jurul tau, sunt lucruri pe care doresti sa le obtii anul acesta, nu ezita sa te inscrii la Cursul prin care poti deveni Pract…	NOT	UNT	NULL
Sa va dau o idee.Cică vodka poate fi folosită la curățarea casei.	NOT	UNT	NULL
@ManoliuValy Mulțumesc!	NOT	UNT	NULL
Știe cineva unde ține greta greva azi? Nu de alta dar sînt cîteva milioane bune de mileniali și snoufleicși care umblă creanga, fie pe plajele Floridei, fie prin cluburi și discoteci.	NOT	UNT	NULL
În doar câteva ore, 524 venezueleni s-au înregistrat în SUA pentru a se alătura zborului înapoi acasă.	NOT	UNT	NULL
