Tweet	Offensive	Targeted	Target
Mamaaa, daca nu trece nici la vara, ce dracu ne facem?? Hai cu vaccinul ala odataaaa😡	0	0	0
@lidelsensmening @darthamalek Daca nu stiti ce inseamna cancer,nu vb de aiurea!Cancerul se poate depista inca de la f.usoare...daca se moare,din nepasarea sau neinformareacelui bolnav,alegerea sa!Nu exista vaccin,dar se poate trata!Da,se moare de cancer pt ca oamenii merg pe ideea"mie nu mi se poate intampla"	0	0	0
"Tot de la trafic? Tot de la masini? Pana cand isi bate joc de sanatatea noastra si asa subreda si incoltita de #COVID19 mizeria aia de Minister al Mediului, Garda de Mediu si cine pula mea mai e responsabil p'acolo pe bani multi ca dupa aia sa ne futa tot nou o taxa OXYGEN?	1	1	3
@CloneSandman @roxidh Ete na! Ce dracu aveti bre' cu orientarea asta #destanga socialista, toti, dintr'o data?	1	1	2
222 de cazuri de coronavirus în România.	0	0	0
Chiar şi Mercur ar fi dispus odinioară de ingrediente necesare apariţiei vieţii	0	0	0
Nu oferim oamenilor ceea ce merita.	0	0	0
@razvan_chiruta Deocamdată statul român  ii este dator,prostule care esti tu prost si un mare nenorocit mancator de kkt!	1	1	1
@SirghieCristina Pensia este un drept castigat, pensionarul este un creditor care-si recupereaza esalonat, in transe mult subevaluate, banii de la statul debitor.	0	0	0
IN PULA MEA YIBO TU SI VOCEA TA MA DAU CU CAPUL DE MASA	1	1	1
@cherryspicenat Vrei să ne cunoastem si noi mai bine	0	0	0
@daco_get @stefancrisan @cristinadobre Nu e numai polio, sunt o multime de altele si acestea nu sunt exceptii... Pe vremea mea ne vaccinau la școală, fără să ceara voie nimanui si bine a fost. De pildă BCG. Actualmente a reaparut tuberculoza.	0	0	0
Nefiind nevoit să mă trezesc dimineaţa, citesc noaptea. De fapt, nu pot să adorm fără să citesc.	0	0	0
@i0n1ca @MaricaPuiu @piticu21  pe asta îl mai găsesc doar	0	0	0
Du-te dracu la spital că nu te taie	1	1	1
Doar printr-o declarație pepropria răspundere mai poate fi oprit!	0	0	0
Multumesc Werner! Multumesc si prefectului LIBERAL! Am glumit,vroiam sa va zic SA VA IA DRACU JAVRELOR!	1	1	2
Ca să-ţi spun cine ești.*	0	0	0
@monalisten @Iovenamjoons @yoonohwantsmilk să-mi bag pula în fandom-ul tău	1	1	1
Coronavirus. Mesajul președintelui Klaus Iohannis pentru români: Ne aflăm în plin război pentru păstrarea sănătății omenirii...	0	0	0
Paul Goma - foarte bolnav era din 2015!!! Restul e minciuna necesară #COVID19.	0	0	0
Încă o dată vă spun, și mă scuzați dacă vă supăr, dar TREBUIE SĂ ÎNȚELEGEȚI! STAȚI ACASĂ în pula mea! STAȚI ACASĂ!	1	1	2
@MarmotaDeCampie Suna ca o întrebare la radio Erevan, fără răspuns :-)	0	0	0
Mă duc la cumpărături. Mi-am făcut și declarație ppr. Wish me luck.	0	0	0
@keyboardriot @adigoldi67 Îți faci armură de cupru.	0	0	0
găoază “ te prinzi Fănică !!! “ - ce domne ? .	0	0	0
Să știți cine ne-a îmbolnăvit ...restul e can-can!	0	0	0
CORONAVIRUS | O altă zi neagră în Italia: Peste 680 decese, în ultimele 24 de ore	0	0	0
@MarmotaDeCampie O spui cu mirare.	0	0	0
După ce trece toată nebunia asta  cu virusul pluii, se mai spală cineva pe mâini ?	1	1	3
@translationwork yeah, dute in pula mea cu spamul tau	1	1	1
@veronicaelena20 Mersi, o sa încerc.	0	0	0
Se pare că, Autoritățile ar fi fost informate de magnitudinea epidemiei, încă de la jumătatea lunii Ianuarie, și că cel mai probabil aceasta va evolua în pandemie. Cel puțin asta demonstrează un document intern al@miniaterului sănătății, datat atunci	0	0	0
@ZoliBara îi dă cu apă cu clor de o săptămână. dar pe străzi	0	0	0
@MagnusCarlsen sa te fut in gat ba sclavule bagameasi pula in ma ta si in jocu tau	1	1	1
Standardele armonizate revizuite se referă la dispozitive critice în lupta cu noul coronavirus, precum măști medicale pentru față, câmpuri operatorii, halate și costume, dispozitive de spălare şi dezinfectare şi la sterilizare #COVID19 #EuropeanUnion	0	0	0
@suspaharu Idioți? De ce? Ca pierd ultimul episod din how to fuck my mama de pe pornhub sa fie culți? Sau ca nu au profil pe Tinder? Rugăciunea a vindecat mai multe boli decât masturbarea în mașina fratele meu 😊	0	0	0
Voi pregatirati declaratiile pentru maine? Mi se pare de aur ca politia iti cere tie si altor 1000 toate documentele cu aceleasi manusi din ce am auzit. Daca aveti nevoie, sa imi spuneti, am un pachet intreg!	0	0	0
Și IOHANNIS a vorbit despre amânarea plății RATELOR la bănci. Totul se va afla mâine	0	0	0
Parlamentul European să-a amânat sesiunile plenare de patru zile cel puţin până în luna septembrie a acestui an; legislativul european va organiza minisesiuni plenare, la Bruxelles, cu o durată redusă pe 13-14 mai, 17-18 iunie şi 8-9 iulie #EuropeanParliament #COVID19	0	0	0
Folosita ca mormânt faraonului Keops, marea piramida a fost făcută din milioane de blocuri de piatra	0	0	0
Poate ajung sa dau in judecata statul Roman pentru raul pricinuit, in nici o tara civilizata nu se intampla sa ceva.	0	0	0
continuand , vreau sa l pup pe nasuc si sa l tin de mana si sa l iau in brate in pula mea nu mai rezist	0	0	0
cârpe de mers cu capra de anul nou	0	0	0
@denis26_denise 3 luni asa s-a spus, da,in acelasi timp, acelesi voci(autorizate sa zicem) au zis"sa nu credeti ca scapam in vara" adica iulie -august. Crede cineva ca poti restrictiona/limita pt iesiri (aer liber,parcuri, etc ..)TOTI romanii,perioada (martie-aug.)?	0	0	0
faptul ca incepem cursurile online ma nelinistete teribil	0	0	0
Toți locuitorii Bucureștiului ar putea fi testați #StaiAcasă si informea...  via @YouTube	0	0	0
Rugaciunea mintii si Parintele duhovnicesc	0	0	0
@denis26_denise Ar fi bine să intre armata pe străzi să îndemne oamenii să stea în case nu să plimbe hai hui...	0	0	0
"s-ar putea să am nevoie de o perioadă de singurătate, până când distanța dintre noi îmi va permite să-mi imaginez lumi fără ca tu să apari în mod automat în ele"	0	0	0
nu pot sa cred ca m am uitat la serialul gresit 🤡	0	0	0
@RobertCPhenom o să le blochez eu pe astea, oricum. Adică mature? Măcar de era un videochat normal, să ajutăm economia.	0	0	0
@cosmin_roman_ Eh, sa vedem partea plină a paharului: uleiul e hidratant! La cat ne'o " trage" viața, in timpurile astea, chiar avem nevoie ceva " emolient"..	0	0	0
All England Club, va lua o decizie săptămâna viitoare privind soarta turneului Wimbledon 2020	0	0	0
@basarab84 Asa frate hai cu cenzura.Cenzura gandului,opiniilor.Doamne Fereste!	0	0	0
Un pacient confirmat pozitiv cu coronavirus a fost scos din secția de ATI a Spit. de Urgență Piatra-Neamț,pentru a fi trimis la Iași.Medicii l-au scos fără izoletă,fără nicio măsură de protecție,bărbatul fiind lăsat în frig cu o simplă pătură pe el,legată cu bandă adezivă .	0	0	0
@ACplusD @DanBarnaUSR Ce dracu ai făcut tu la alegeri!? Pe cine ai votat aia ai primit! Totdeauna ncepe totul cu tine!"	0	0	0
@ZiarecomPolitic Ai dracu,despre scumpele banci nicio vorba.S-a propus amanarea platii creditelor.Nicio vorba despre asta,slugilor!?!	0	0	0
@miroh_mv Imagineaza-ti daca strainii ar crede ca injuraturile noastre s ar referi chiar la ce spun traducerile lol	0	0	0
Cristina Stănciulescu: Ce fac vedetele zilele acestea #Bizromania	0	0	0
Ieri zicea ca vor fi testați TOTI bucureștenii și azi își da demisia. #dezastru	0	0	0
Stai să îi vezi atunci cum isi amintesc cu melancolie de cand era rusia dusmanu nr 1	0	0	0
#StaiAcasa: Răzvan Ursuleanu lupta cu umor impotriva #COVID-19 :)	0	0	0
@expresmedia_ro Asta mai lipsea sa decideti voi ce dracu facem in curtea noastra ? Voi sunteti normali ?	0	0	0
Voi ati observat ca numai bărbații și femeile iau coronavirusul? Dar celelalte genuri unde sunt? Chiar nu s-a îmbolnăvit nici un altul pana acum?	0	0	0
S-a întors din Italia, dar refuză autoizolarea la domiciliu. Cum a fost surprinsă mama Danielei Crudu în Capitală...	0	0	0
Sunt curioasă cât îi ia lui Nelu Tătaru să ajungă de la Suceava la București👀	0	0	0
@RFboris @gusteru Maria este o printesa nu un inger...	0	0	0
@tyongsfrog NUSH L-A ADUS TATA VREAU SA PLECE CE PULA MEA FACE AICI	0	0	0
Inevitabil  va fi bine  prin @wordpressdotcom	0	0	0
@Camelia30_0 Ma mai uit la călărie... Nu prea înțeleg cum e cu săritul și punctajul 🤪 nici nu știu exact cum se numește sportul asta 🙄	0	0	0
@ailel4 „Aici găsiți manualele după care s-a învățat înainte de 1989” și din care nu s-a-nvățat nicio vită din Ministerul învățământului să tragă învățăminte. Vin mereu cu chestii idiot-manipulative și cu găselnițe nepractice, nerealiste și neinspirate. Vârâți porcii-napoi în cocină!!!	0	0	0
#Coronavirus: Papa Francisc a condus rugăciunea universală ''Tatăl Nostru'' ca metodă de combatere a pandemiei	0	0	0
Nelu Tătaru, secretar de stat în Ministerul Sănătății, măsuri pentru prevenirea transmiterii accelerate a noului coronavirus....	0	0	0
@Digi24_HD Tara arde si capra vecinului...	0	0	0
Mentalitate de militian prost. 99% dintre ei asa gindesc: sa minta, sa insele, sa fure si sa ia salariu + pensie. Al dracu, n-ar fi lasat locul liber pt un tinar!	1	1	1
In acest episod, iti arat cum fac transferul (site-ului despre coronavirus) de pe serverul local, pe serverul "de productie". Take a look :).	0	0	0
Bagamiaș pula n-o să găsiți români în rulonte la Roma 🎶🎶	1	0	0
DECÂND CU CORONAVIRUS NU AM MAI SUPT NICI O PULA MIE DOR SĂ SUG PULA SÂNT MUISTĂ NUMĂRUL 1	1	1	3
@jkinthesky Ce dracu, cum sa aibă 15????? Gen??	0	0	0
@ArmandEpurescu Nu vreau sa mai am de a face cu cineva care se injoseste asa mult dupa cineva? Daca era sa ai ceva cu ea intelegeam. La tine acum ce se intampla e o prostie, ti-a mancat in pula mea creierii	1	1	1
Nu există armă perfectă, funcție de tactica adoptată e mai bun un coș sau altul	0	0	0
@sopeprotector Nu sunt Namjoon, dar am făcut psihologie 😳 ce trebuie să faci?	0	0	0
Ai dracu' imbecili părerologi! Aveți gura plină de sloganuri, atât știți, în rest aveți cap ca să nu vă plouă în gât.	1	1	2
@MarNicho Ați spus! Dar asta nu mă împiedică să vă urez o izolare utilă, plăcută, cu multă sănătate la final	0	0	0
Sunt verzi toti senzorii de poluare de zici ca-s defecti. Deci sper ca am lamurit-o pt totdeauna ca traficul fute aerul.	0	0	0
@n0chuni sunt o steluta de fata	0	0	0
Despre certificatele de situații de urgență, emise de Ministerul Economiei	0	0	0
"Poate sa taca dracu mihai odata ca nu se intelege nimic din ce zic concurentii ca se da el destept... sincer #RomaniiAuTalent	1	1	1
Care parte din 'stati dracu'acasa' nu inteleg mosii si babele din orasul asta?! 🙄 E plin orasul de ei. S-au gandit oare ca e timpul perfect sa aiba autobuzul gol pt ei sa aiba loc jos?	1	1	2
Avem nevoie de google... mai cauti una-alta...	0	0	0
Acum 30 de ani, la 26 martie 1990, se înființa Serviciul Român de Informații (SRI)	0	0	0
@skatecat_147 @roxidh Are respect față de lege și spirit civic gagiul! 😁😁😁	0	0	0
A fost dat Ordinul administrativ de începere a lucrărilor la terminalul de pasageri, al Aeroportului Internaţional Braşov – Ghimbav	0	0	0
@libertatea Vaaai ce răzbunare i-aș fute ăstuia, de să nu poate sta pe spate trei săptămâni...	1	1	3
Băi, la unii bate moartea la ușă și pe unii îi fute grija că nu mai au clineți. Pe bune?	1	1	3
Ai zice că de carantină ar fi mai puține mașini pe stradă și șoferii ar avea timp să meargă mai încet și să respecte regulile de circulație. Ai zice.	0	0	0
@ECiocu Chiar daca e o glumă, mi se întâmplă la fel, dintr-odată îmi șterg lacrimile de pe fața, nici măcar nu îmi dau seama că plâng din orice. Probabil nu plâng, dar îmi curg lacrimile toată ziua. Cred că incertitudinea e cauza.	0	0	0
@JIKOOK1236 Da, te cred, mai ales că la noi încă nu e luată în serios toată situația asta. Azi bunica mea a auzit o babă spunând că sunt numai minciuni de manipulat populația, că nu există niciun virus. 😂😂 Deci mor, mă, cu ai noștri, mor! Suntem un popor vai steaua lui.	0	0	0
@Costindte @keyboardriot @ZoliBara @Sorin_Patiu @itmorar Altă treabă.	0	0	0
"De ce minți, mă? De ce? - ⁦@KlausIohannis⁩ #mincinos #stupid #zevzec #nenorocit	0	0	0
Insa atentie asta cu simularea facuta de China e reala nu info, Wuhan,unde corona apare. Plus data apropiata (sept) de dec. 2019,chiar pentru novel coronavirus,nu exista asa ceva!adica din 1000 virusi,fix asta l-au ales!	0	0	0
Rezumând: pe americani ii înjură toți din orice poziție, germanii le-o trag tuturor din fruntea UE la prima rafala de virus, China ne-a blagoslovit cu beleaua, mai, mai să cred că vine Putin și ne salvează pe toți. Când s-a transformat Europa in așa păun cu coada pe sus?	0	0	0
@petria In calitate de sluga a imperiului yankee Romania nu are o politica externa proprie unui stat suveran.	0	0	0
Renunț greu, dar și când o fac, v-ați dus dracu'	0	0	0
SANA TREZESTE TE IN PULA MEA ACUM	0	0	0
pula ei de carantina VREAU SA MA VOPSESC O CULOARE LA INTAMPLARE DIN IMPULS	0	0	0
Vântul schimbării, al primăverii, al speranței, care ca și sămânța, moare  pentru a rodi.	0	0	0
Hello! Pe  găsiți videoclipul în care vă arăt cum mă vopsesc, rezultatul final și parerea mea despre Gliss Color cu acid hialuronic 😉.	0	0	0
@Cristin57579223 Imperiul britanic modern este imun ..!! UK ,a rezolvat cu imigranții cu Brexitul , de Covid 19 nu au nevoie , poate așa doar prin Daily Mail și The Sun , vreo bârfă de la Palat , vreo escapadă de prințesă . In rest omenirea nu are nimic ,se reașează lucrurile	0	0	0
@mokcris Reapariția ei e întrebarea principala. O iei de la început cu carantina?	0	0	0
@foreverrainmyg IN PULA MEA AI MANCAT PIZZA CU PORUMB ASA CA NU MAI COMENTA DATA VIITOARE CAND VII ITI FAC PIZZA CU MAZARE SA MOR	0	0	0
@David77692706 Seară liniștită David!	0	0	0
Virusul a monopolizat discutii,atentia,da,gresit. Cand  datorita acestui V unii iti schimba VIATA asa din mers,iar altii mor,sa vb. de floricele pe campii	0	0	0
Tocmai de aceea, te invit sa discutam mai multe, ce zici?	0	0	0
@KennyaMistress @clips4sale Ador sa fiu futut cu straponul si sa sug pula in acelaș timp	1	1	1
Efectiv nu pot sa ma calmez si am creierul varza ma pun pe plans din 5 in 5 minute ce dracu e inneregula cu mine	0	0	0
@itmorar Mie îmi place expresia aia de anii '50: Zădărnicirea combaterii bolilor 😀	0	0	0
Mi-am făcut testul duminică seara, după ce am avut o serie de evenimente, ședințe, comandamente. Ma doare spatele de cand s-a urcat Basescu in elicopter si m-a folosit pe post de scara.	0	0	0
Atunci când fura conturi, ei nu se gândesc ca poate acea persoana și a depus tot efortul pentru a avea acel cont? Și au irosit zile și timp în care puteau face alte lucruri. Oare lor le-ar plăcea sa aibă un cont apreciat iar apoi cineva sa i-l ia? Nu prea cred!	0	0	0
@RobertEVoicu Mergem din ușă în ușă si care nu are ii dam noi	0	0	0
@majestatea @itmorar Stiati ca asta nu e o scuza pentru a amana declararea starii de urgenta?	0	0	0
Urmeaza o criza cum nu am prins pana acum, ce faceti voi ca banca reponsabila pentru clientii vostrii?	0	0	0
Prin pedalare în vacuum se consumă energie şi se tonifică musculatura picioarelor, feselor și abdomenului.	0	0	0
Coronavirus. Experimentul care a salvat un orășel din Nordul Italiei. Nu a mai raportat niciun caz nou de COVID-19...	0	0	0
Cum să fiu atent la cursuri astea online când parinții mei mă strigă din sufragerie de 35829 ori pe zi..	0	0	0
@JeanTheo14 Nu doar la turci. :) Numai că la noi e considerată (încă) fiță, nu necesitate.	0	0	0
Sper ca isteria politică, îmboldită-n cur de realitățile obiective ale economiei, să nu țină mult.	0	0	0
@mika_stef Era de ieri.	0	0	0
Peste 1.000 de morți și aproximativ 70.000 de cazuri de infectare cu coronavirus în SUA	0	0	0
De ce se înfig sticlele de plastic în grădină?! -	0	0	0
Semnat: toți spărgătorii de case pedofili	0	0	0
@denis26_denise Ar trebui impus ca obligatie si dezinfectarea, sau schimbarea lor ... te protejeaza pe tine, dar pe altii nu :) In rest da ... batani peste tot ..	0	0	0
Digi24: Franța. Primul pacient cu coronavirus dă în judecată Guvernul pentru că nu a fost internat pe motiv că nu sunt paturi în spitale.	0	0	0
@yoon2seoksie__ 😭😭😭😭😭 ce dracu mai ii și asta	0	0	0
Mi am luat call of duty si 4 tipi m au intrebat daca vreau sa ne jucam împreună mai pe seara =)))))	0	0	0
@liviumihai 1000, probabil. Ce, s-a terminat PNL-ul?	0	0	0
@BIGREDM00928416 Cred ca ești nebun omule	0	0	0
RYANAIR retine la sol peste 90% din flota pentru următoarele 2 luni. Vor fi operate zboruri esențiale. @airlinestravel	0	0	0
Însămânțarea la timp a întregii suprafețe a țării. Pentru aceasta trebuie asigurate inputurile;Pornirea urgentă a sistemelor de irigații și continuarea investițiilor	0	0	0
@ingerisidemoni @SirGolan @cosmin_roman_ Au vrut spitale, nu catedrale. Nah, că acum Dumnezeu dă folos spitalelor. La referendum, progresistii au zis că să stăm acasă. Iaca, și asta li s-a împlinit. Stăm acasă. Aveți grijă ce mai doriți. S-ar putea să se împlinească.	0	0	0
@denis26_denise Eu gătesc!Sunt fiarta după gatit🙄🙄🙄!	0	0	0
Cine vine acasă la mine la o cafea?	0	0	0
Nu ti se pare ca suntem deja acolo?	0	0	0
Ce plante putem folosi împotriva pandemiei de Coronavirus -	0	0	0
@DacianSoros O mica răbufnire a vremi zici a naiba ca vrea sa dea o mana de ajutor covidului😁	0	0	0
Daca n ati vazut shit posting pana acu nu ezitati sa dati scroll pe acest gunoi	0	0	0
@octavpelin Ai fost un dobitoc	0	0	0
Într-o societate aflată la un moment de cumpănă, cei ce adoptă politica struțului nu mai au un viitor de referință pentru aceia care anterior i-au prețuit.	0	0	0
@keyboardriot @mihairotar E normal să fie așa, altfel nu te înțelegi cu românu'	0	0	0
@MarmotaDeCampie @itmorar Vezi ca iti da ban rapid, orice opinie diferita de a lui, e impotriva lui ... meteahna securista. :))	0	0	0
Actorii din serialul VLAD arată ce desenează alături de copiii lor -	0	0	0
Simt că sunt important pentru nimeni. Să nu aibă prieteni.	0	0	0
Președintele CJ Iași, către guvernanți: „Nu transformați Iașul și Moldova în Lombardia României!”	0	0	0
V-am zis că Analistul afiliat de renume intergalatic e în extaz?	0	0	0
Te-aș iubi dar ai nevastă 🎶	0	0	0
@JustMe07661019 acolo apare numărul de cazuri confirmate. nu și numărul celor testate din care a rezultat acesta.	0	0	0
@StephT24191139 Facem pe cv cisco meetings sau cum pula n am auzit in viata mea si merge ca un cacat nu inteleg	0	0	0
Era un studiu mai demulty, cum ca astia micii o sa ceva drept adevar absolut doar pt ca e pe net.	0	0	0
@w_lemn @Carlos_Sacalul Mănânci litere, formezi fraza greșit, nu cunoști înțelesul unor cuvinte comune, nu poți lua acum un examen de capacitate la limba română dar te crezi în stare să-i înveți pe alții? Evident, tipic sputnik! Da, vreau o țară ca afară, dar așa cum tu nu ai văzut sau visat niciodată!	0	0	0
OBSERVATOR CULTURAL / Bedros Horasangian : Bunavestirea fără Paul Goma	0	0	0
Cum imporți parolele din Google Chrome în Safari	0	0	0
@AntidotR @FortniteGame Normal, jocu nu mai e distractiv deloc, update urile nici update uri nu mai sunt iar de comunitate si de jucatori pot sa zic un singur cuvant: CANCER	0	0	0
Ciolacu: Am facut o conexiune intre cele doua Camere pentru ca proiectele noastre sa fie votate in 10 zile	0	0	0
@anitamassey86 We need that now. Felicitări	0	0	0
@ZiarecomPolitic E normal că acest proiect de lege - respectiv acapararea de noi privilegii pentru aleșii noștri - să intre în Parlament în procedură de urgență, pentru că, atunci când viața însăși le este amenințată, să aibă și ei bani, acolo, de un cavou în marmură, poleit cu aur, ca noi toți.	0	0	0
am inceput sa am reclame pe insta la capsuni in ciocolata si la frufru. creepy	0	0	0
Pacientii din Italia, ajutati sa respire cu masti de la Decathlon	0	0	0
@yasinozbek_ Nu știu dacă pot urmări dar as aprecia sa fie o bomba drăguță ca de rele avem parte și cum suntem închiși toți în case dacă poți Yasin trimite-ne niște raze de soare niște porumbei frumoși CanDem 💖🥰💕de bine și fericire! Mulțumesc! ❤️ ❤️ ❤️ ❤️	0	0	0
@ovidiu_olaru Ceea ce spui tu acum, am citit eu ieri pe pagina unui prieten de pe fb...	0	0	0
Flutur, despre vinovatiile de la Suceava: Eu nu am luat la restaurant acest virus, am constiinta impacata	0	0	0
@alexbadea9 Lombardiiiiaa :)) daca e asa grav cum se caca astia pe ei proviziile tale pe 2 luni o sa fie fix pula.	1	1	1
@denis26_denise Numai bem numai mâncăm în oraș asta e oricum pe la mine nix șansa la vară când o începe sezonul estival !	0	0	0
de ce să dai banii pe droguri când e mai simplu să te ridici brusc din pat și să vezi steluțe?	0	0	0
MApN: Rolul Armatei, după emiterea Ordonanţei militare 3, e de a completa efortul instituţiilor din Sistemul de apărare	0	0	0
Regasiti modelul acesteia aici	0	0	0
e pulă împreună cu zdrentaroșii diasporei pnl.isti usr.isti pmp.isti gunoi de dreapta sugaciule cu mă.ta și toți trogloditii #hastagisti #rezist 🖕 🤮	0	0	0
@zoso S-au inmultit acum...digitale	0	0	0
Pe pozele anterioare demonstrez Chelia cu gratii	0	0	0
Cum aș putea să sesizez autorităților persoane venite din țări afectate de coronavirus?	0	0	0
@bogliviu :))) mort nu era oricum, și dacă făcea corona n-avea nici pe dracu, nu vezi că ăștia bazații fac toți mild symptoms :)))	0	0	0
Idei creative pentru realizarea unor elemente de separare în încăperi	0	0	0
O decizie de 💩.	0	0	0
Patriotii care pe unde or fi la noi sau aiurea,ii numeri pe degetele de la maini. Si cam atat.Beleaua e ca astia care sunt la noi in capu’ trebii n-au invatat nimic de la smecherii din vest. Ca sa traiasca boieru’ bine,trebuie ca si sluga sa n-o duca rau.Asta ede fapt toata filoz	0	0	0
O cheltuială imensă, o disponibilizare enormă de resurse și de logistică, imposibil de făcut asta.	0	0	0
@EKirkopoulou Bună seara! pe la voi cum este situația covid19? este bună?	0	0	0
@itmorar Cine dracu' mai e și pocnitoarea asta?	1	1	1
@AndreiCismaru @SofiaCovaci Exact. Dar, tot Orban era cel care îi lua apărarea acum ceva vreme....te doare minte	0	0	0
Alta intiativa frumoasa. Ia sa vedem ce mai gasim 📲	0	0	0
Nu stai închis în casă? Ești luat la bătaie cu bâta!	0	0	0
@PleuAlexandru4 @basarab84 Prostu' și-a făcut treaba: a împărțit contracte bănoase la firmele lui de casă. 💰💰💰👎👎👎	1	1	1
@ipostaze Și eu la fel. Smart	0	0	0
@qwertyoruiopz Asa cum ne am obisnuit 💥Ne ai nenorocit	0	0	0
@alexgurdila Hz da eu totuși nu înțeleg cum plm nici o lună de stat acasă și deja fără bani... Și asta după un deceniu de economie în ascensiune. Eibogu nu înțeleg.	0	0	0
@i0n1ca @AntiJavre Pai eu ce zic?! #dedreapta pana la capat si dincolo de #muie! 😅	1	1	2
@subiectiv @zoso Mi-am pus semne de intrebare de unde pana unde cu armata pe strazi?!	0	0	0
#Oficial: Inca un deces la Spitalul Clinic Județean de Urgență Suceava	0	0	0
@CloneSandman @RobertEVoicu Erau mai multe. O parte din cele de pe TAB si TR-uri. Inclusiv inlocuitoarea lui R105 era facuta in colaborare sarbii.	0	0	0
#staiîncasă la Bulevardul Bucuresti Ploiesti	0	0	0
Super ideea celor de la @orangeromania 👏🏻👏🏻👏🏻 Mă surprindeți mereu cu inițiativele voastre. Bravo! #stămacasă	0	0	0
păcat că nu există nici măcar o minimă notorietate pentru profesia asta, darămite vreun dram de apreciere.	0	0	0
@_andra______ Am de obicei planuri din astea foarte detaliate si s chiar foarte bune :)	0	0	0
@AndreiCismaru In Coreea de Nord fake News-ul și specula sunt lăsate libere, deși ilegale, in diferite susținerii regimului Kim.	0	0	0
Cele mai sincere ființe, iubesc necondiționat...! ❤️	0	0	0
De dimineață, un mic dejun sănătos: pâine cu gem (pâinea în exces dăunează dar o felie două pe zi este perfect) un pahar de lapte sau un ceai, iar dacă nu ești de partea alimentelor dulci și un sandwich este bun :)	0	0	0
CINE PLM SUNT VULPITA SI VIOREL CA NU II MAI SUPORT DRACU	1	1	2
@alinagorghiu Da, sunt de acord cu găsirea unei soluții in vederea combaterii nerespectării prevederilor legislației actuale, chiar dacă se înăspresc pedepsele!	0	0	0
@ingerisidemoni il fute p-asta grija de Romania... pișat să fie, ca sete are!	0	0	0
@basarab84 Au primit si de la OMS.	0	0	0
@ICostelian De obicei eu sunt cel care nu se prinde la glumele celorlalti. Imi cer iertare, e clar ca trebuie sa #stamacasa cu toții.	0	0	0
#coronavirus în România LIVE UPDATE: 1029 de cazuri de infectare cu coronavirus depistate în total în ţară, din care 123 în ultimele 24 de ore / 17 oameni au murit	0	0	0
În schimb, medicii sunt internaţi pe un palier cu o singură baie comună, fără duş.	1	1	2
Am prototipat o vizieră de protecție a feței pentru medici a cărei durată de fabricare este foarte mică și din materiale care sunt ușor de procurat.	0	0	0
Bună seara prieteni! Vă vreau în siguranță... Dumnezeu să aibă grijă de noi toți! Să stați acasă și vom reuși împreună...😭😭😭🙏❤❤❤❤🏕🏕🏕🏕🏕🏕🏕🏕🏕🏕🏕🏕	0	0	0
Comisarul UE Thierry Breton numește pandemia “o criză care nu cunoaște frontierele”, dar tocmai europenii izolați nu pot vedea  pe fereastră decât granițele.China profită de această slăbiciune.	0	0	0
@Trevizes Dati-l dracu de idiotul naibii! Are alte interese...	1	1	2
Pe la jumătatea lunii aprilie vom avea un prim vârf epidemic	0	0	0
“dai cu rugaciunea in mine”	0	0	0
Toți bucureștenii vor fi testați pentru COVID-19. Mergem din ușă în ușă – spune ministrul Sănătății la PROTV	0	0	0
Grupări infracţionale inundă pieţele cu pretinse remedii contra noului #coronavirus, avertizează Europol	0	0	0
Nelu Tătaru este considerat unul dintre cei mai titraţi chirurgi din Vaslui.	0	0	0
@Digi24_HD Bai digi ia mai zi si cati pula mea s-au vindecat ca sunteti la fel de alarmisti ca si cacatii aia de la antena 3,ia mai megeti in pula mea.	1	1	2
L-am văzut de multe ori că intra și la familia Germaniei și a Franței. Pe mine,Romania, doar mă salută când mă vede pe la stradă și rar mă întreabă ce mai fac.	0	0	0
@sopeprotector iti pierzi telefonul sau laptop-ul say pe orice are de gand sa sune	0	0	0
@SatanaTweets Codrine fa dracu si tu sambata cu Satana in mortii mei	1	1	1
Mi-a zis că e foarte ok. Nu e răcit deloc.	0	0	0
ba nici acum n-am terminat-o cu vulpița și viorel??	1	1	2
@Adevarul O găsit pe dracu și idiotul ăsta!	1	1	2
@matilda_teodora Ce bine ca nu sunt mai mulți. Azi dimineața erau 158 și acum încă 10 in plus deci e foarte bine după mine	0	0	0
Pe surse, Ludovic Orban i-a cerut demisia ministrului costache ptr proasta gestionare a situației, în special în zona spitalelor....	0	0	0
Universitatea de Vest din Timisoara va gazdui, in 2021, cea mai mare conferinta europeana in domeniul asigurarii calitatii invatamantului universitar	0	0	0
Vârful aisbergului: sunt activităţile umane la originea unor boli infecţioase precum Covid-19?...	0	0	0
@alexandradb13 pentru că Jisung e e-boy și nu ar purta :)	0	0	0
Depunerea declarațiilor fiscale se amână cu o lună, până în 25 aprilie 2020...	0	0	0
@MarmotaDeCampie Se va întîmpla la fel ca și cu SARS care tot o tulpina de Corona este. Sau se mutează și devine și mai agresiv sau este asimilat de corp precum Influenza A( aka N1H1) sau Influenza B.	0	0	0
@itmorar Pai tocmai au decriminalizat răspândirea conștientă de HIV in California. Noi nu urmam trendul?	0	0	0
#Omnicredit a deschis „camera de gardă pentru afacerile mici”	0	0	0
